sampleID	parental_investment_proj	band	species	location	site	nest	year	age	sex	experiment	treatment	capture_date	cap_doy	cap_num	age	mass	bhead	fwing	sseries_type	cort1_raw	cort1_correct	glucose1	buty	cort2_raw	cort2_correct	glucose2	inject1_type	inject1_dose	inject2_type	inject2_dose	cort3_raw	cort3_correct	glucose3	fate	micro_nb	blood_nb	bolus_nb	lifetag_nb	Notes
P19N099	yes	272107290	TRES	Ithaca	Turkey_Hill	97	2019	Adult	F	Light	Light_Control	6/2/19	153	1	ASY	24	27.5	117	B_S	0	0.47			47.31	50.03		Dex	11							M19N114	190122		61342D55	"-Haematoma in both wings; could not get Dex bleed
-14 feathers / mites"
P19N167	yes	272106697	TRES	Ithaca	Turkey_Hill	11	2019	Adult	F	Light	Light_Control	6/9/19	160	3	ASY	20.75			B_S_D	3.66	3.87															19N0476			
P19N324	yes	272107290	TRES	Ithaca	Turkey_Hill	97	2019	Adult	F	Light	Light_Control	6/17/19	168	3	ASY	18.5			B_S	0.4	0.47															190534			
	yes	278172404	TRES	Ithaca	Turkey_Hill	51	2019	Adult	F	Light	Light_Control	6/12/19	163	3	SY	19.5			B_S_D	0.8	0.84															190285		61337F1E	6/12/19 antennae wasn't there - fell off of the life tage
P19N078	yes	272107450	TRES	Ithaca	Turkey_Hill	86	2019	Adult	F	Light	Light_Control	5/31/19	151	1	SY	23.25	27.2	119	B_S_D	0	0.47			14.88	15.74		Dex	10.5			9.49	10.04			M19N090	190097		61335234	
P19N079	yes	278172405	TRES	Ithaca	Turkey_Hill	134	2019	Adult	F	Light	Light	5/31/19	151	1	SY	22.5	27.5	115	B_S_D	0.53	0.57			18.83	19.92		Dex	10.25			8.69	9.19			M19N091	190098		61346178	
P19N080	yes	278172404	TRES	Ithaca	Turkey_Hill	51	2019	Adult	F	Light	Light_Control	5/31/19	151	1	SY	22	29.1	114	B_S_D	0.29	0.47			10.5	11.1		Dex	10			7.44	7.87			M19N092	190099		61337F1E	
P19N185	yes	278172419	TRES	Ithaca	Turkey_Hill	116	2019	Adult	F	Light	Light_Control	6/10/19	161	1	SY	19.5	26.7	116	B_S_D	0.57	0.61			32.59	34.47		Dex	9			22.14	23.42			M19N211	190239		6134617F	
P19N256	yes	272107450	TRES	Ithaca	Turkey_Hill	86	2019	Adult	F	Light	Light_Control	6/14/19	165	3	SY	20			B_S_D	4.77	5.04															190370			
P19N258	yes	278172405	TRES	Ithaca	Turkey_Hill	134	2019	Adult	F	Light	Light	6/14/19	165	3	SY	18.5			B_S_D	4.3	4.54															190372			
L19N006a	yes		TRES	Ithaca	Turkey_Hill	3	2019	Nestling			NA		162	1	6																								
L19N006b	yes		TRES	Ithaca	Turkey_Hill	3	2019	Nestling			NA		162	1	6																								
L19N006c	yes		TRES	Ithaca	Turkey_Hill	3	2019	Nestling			NA		162	1	6																								
L19N006d	yes		TRES	Ithaca	Turkey_Hill	3	2019	Nestling			NA		162	1	6																								
L19N006e	yes		TRES	Ithaca	Turkey_Hill	3	2019	Nestling			NA		162	1	6																								
L19N007a	yes		TRES	Ithaca	Turkey_Hill	106	2019	Nestling			NA		162	1	6																								
L19N007b	yes		TRES	Ithaca	Turkey_Hill	106	2019	Nestling			NA		162	1	6																								
L19N007d	yes		TRES	Ithaca	Turkey_Hill	106	2019	Nestling			NA		162	1	6																								
L19N008a	yes		TRES	Ithaca	Turkey_Hill	121	2019	Nestling			NA		162	1	6																								
L19N008b	yes		TRES	Ithaca	Turkey_Hill	121	2019	Nestling			NA		162	1	6																								
L19N008c	yes		TRES	Ithaca	Turkey_Hill	121	2019	Nestling			NA		162	1	6																								
L19N008d	yes		TRES	Ithaca	Turkey_Hill	121	2019	Nestling			NA		162	1	6																								
L19N008e	yes		TRES	Ithaca	Turkey_Hill	121	2019	Nestling			NA		162	1	6																								
L19N008f	yes		TRES	Ithaca	Turkey_Hill	121	2019	Nestling			NA		162	1	6																								
L19N009a	yes		TRES	Ithaca	Turkey_Hill	51	2019	Nestling			NA		163	1	6																								
L19N009b	yes		TRES	Ithaca	Turkey_Hill	51	2019	Nestling			NA		163	1	6																								
L19N009c	yes		TRES	Ithaca	Turkey_Hill	51	2019	Nestling			NA		163	1	6																								
L19N013a	yes		TRES	Ithaca	Turkey_Hill	86	2019	Nestling			NA		165	1	6																								
L19N017a	yes		TRES	Ithaca	Turkey_Hill	97	2019	Nestling			NA		168	1	6																								
L19N017b	yes		TRES	Ithaca	Turkey_Hill	97	2019	Nestling			NA		168	1	6																								
L19N017c	yes		TRES	Ithaca	Turkey_Hill	97	2019	Nestling			NA		168	1	6																								
LN19007c	yes		TRES	Ithaca	Turkey_Hill	106	2019	Nestling			NA		162	1	6																								
L20N023	yes		TRES	Ithaca	Turkey_Hill	48	2020	Nestling				6/11/20	163		6																								
L20N024	yes		TRES	Ithaca	Turkey_Hill	48	2020	Nestling				6/11/20	163		6																								
L20N025	yes		TRES	Ithaca	Turkey_Hill	48	2020	Nestling				6/11/20	163		6																								
L20N026	yes		TRES	Ithaca	Turkey_Hill	48	2020	Nestling				6/11/20	163		6																								
L20N027	yes		TRES	Ithaca	Turkey_Hill	48	2020	Nestling				6/11/20	163		6																								
L20N031	yes		TRES	Ithaca	Turkey_Hill	50	2020	Nestling				6/12/20	164		6																								
L20N032	yes		TRES	Ithaca	Turkey_Hill	50	2020	Nestling				6/12/20	164		6																								
L20N033	yes		TRES	Ithaca	Turkey_Hill	50	2020	Nestling				6/12/20	164		6																								
L20N034	yes		TRES	Ithaca	Turkey_Hill	50	2020	Nestling				6/12/20	164		6																								
L20N035	yes		TRES	Ithaca	Turkey_Hill	50	2020	Nestling				6/12/20	164		6																								
L20N036	yes		TRES	Ithaca	Turkey_Hill	50	2020	Nestling				6/12/20	164		6																								
L20N037	yes		TRES	Ithaca	Turkey_Hill	31	2020	Nestling				6/12/20	164		6																								
L20N038	yes		TRES	Ithaca	Turkey_Hill	31	2020	Nestling				6/12/20	164		6																								
L20N039	yes		TRES	Ithaca	Turkey_Hill	31	2020	Nestling				6/12/20	164		6																								
L20N063	yes		TRES	Ithaca	Turkey_Hill	69	2020	Nestling				6/13/20	165		6																								
L20N064	yes		TRES	Ithaca	Turkey_Hill	69	2020	Nestling				6/13/20	165		6																								
L20N065	yes		TRES	Ithaca	Turkey_Hill	69	2020	Nestling				6/13/20	165		6																								
L20N066	yes		TRES	Ithaca	Turkey_Hill	69	2020	Nestling				6/13/20	165		6																								
L20N067	yes		TRES	Ithaca	Turkey_Hill	69	2020	Nestling				6/13/20	165		6																								
L20N089	yes		TRES	Ithaca	Turkey_Hill	9	2020	Nestling				6/16/20	168		6																								
L20N090	yes		TRES	Ithaca	Turkey_Hill	9	2020	Nestling				6/16/20	168		6																								
L20N091	yes		TRES	Ithaca	Turkey_Hill	9	2020	Nestling				6/16/20	168		6																								
L20N092	yes		TRES	Ithaca	Turkey_Hill	9	2020	Nestling				6/16/20	168		6																								
L20N093	yes		TRES	Ithaca	Turkey_Hill	9	2020	Nestling				6/16/20	168		6																								
L20N118	yes		TRES	Ithaca	Turkey_Hill	137	2020	Nestling				6/17/20	169		6																								
L20N119	yes		TRES	Ithaca	Turkey_Hill	137	2020	Nestling				6/17/20	169		6																								
L20N120	yes		TRES	Ithaca	Turkey_Hill	137	2020	Nestling				6/17/20	169		6																								
L20N121	yes		TRES	Ithaca	Turkey_Hill	48	2020	Nestling				6/17/20	169		6																								
L20N122	yes		TRES	Ithaca	Turkey_Hill	48	2020	Nestling				6/17/20	169		6																								
L20N123	yes		TRES	Ithaca	Turkey_Hill	48	2020	Nestling				6/17/20	169		6																								
L20N124	yes		TRES	Ithaca	Turkey_Hill	48	2020	Nestling				6/17/20	169		6																								
L20N125	yes		TRES	Ithaca	Turkey_Hill	48	2020	Nestling				6/17/20	169		6																								
L20N134	yes		TRES	Ithaca	Turkey_Hill	56	2020	Nestling				6/18/20	170		6																								
L20N135	yes		TRES	Ithaca	Turkey_Hill	56	2020	Nestling				6/18/20	170		6																								
L20N136	yes		TRES	Ithaca	Turkey_Hill	56	2020	Nestling				6/18/20	170		6																								
L20N137	yes		TRES	Ithaca	Turkey_Hill	56	2020	Nestling				6/18/20	170		6																								
L20N138	yes		TRES	Ithaca	Turkey_Hill	56	2020	Nestling				6/18/20	170		6																								
L20N166	yes		TRES	Ithaca	Turkey_Hill	32	2020	Nestling				6/19/20	171		6																								
L20N167	yes		TRES	Ithaca	Turkey_Hill	32	2020	Nestling				6/19/20	171		6																								
L20N168	yes		TRES	Ithaca	Turkey_Hill	32	2020	Nestling				6/19/20	171		6																								
L20N169	yes		TRES	Ithaca	Turkey_Hill	32	2020	Nestling				6/19/20	171		6																								
L20N170	yes		TRES	Ithaca	Turkey_Hill	32	2020	Nestling				6/19/20	171		6																								
L20N222	yes		TRES	Ithaca	Turkey_Hill	123	2020	Nestling				6/22/20	174		6																								
L20N223	yes		TRES	Ithaca	Turkey_Hill	123	2020	Nestling				6/22/20	174		6																								
L20N224	yes		TRES	Ithaca	Turkey_Hill	123	2020	Nestling				6/22/20	174		6																								
L20N225	yes		TRES	Ithaca	Turkey_Hill	123	2020	Nestling				6/22/20	174		6																								
L20N148	yes		TRES	Ithaca	Turkey_Hill	101	2020	Nestling				6/18/20	170		7																								
L20N149	yes		TRES	Ithaca	Turkey_Hill	101	2020	Nestling				6/18/20	170		7																								
L20N150	yes		TRES	Ithaca	Turkey_Hill	101	2020	Nestling				6/18/20	170		7																								
L20N151	yes		TRES	Ithaca	Turkey_Hill	101	2020	Nestling				6/18/20	170		7																								
L20N152	yes		TRES	Ithaca	Turkey_Hill	101	2020	Nestling				6/18/20	170		7																								
L20N229	yes		TRES	Ithaca	Turkey_Hill	13	2020	Nestling				6/22/20	174		7																								
L20N230	yes		TRES	Ithaca	Turkey_Hill	13	2020	Nestling				6/22/20	174		7																								
L20N231	yes		TRES	Ithaca	Turkey_Hill	13	2020	Nestling				6/22/20	174		7																								
L20N232	yes		TRES	Ithaca	Turkey_Hill	13	2020	Nestling				6/22/20	174		7																								
L20N233	yes		TRES	Ithaca	Turkey_Hill	13	2020	Nestling				6/22/20	174		7																								
	no	278172312	TRES	Ithaca	Turkey_Hill	11	2019	Nestling	Unknown	Light	Light_Control	6/15/19	166		12	21.5	26.5	68	B_S_D	2.27	2.82			9.35	11.61		Dex	10.5			4.74	5.89		Fledged		190424			
	no	278172323	TRES	Ithaca	Turkey_Hill	86	2019	Nestling	Unknown	Light	Light_Control	6/20/19	171		12	22.75	25.7	49.5	B_S_D	0.72	0.9			21.67	26.9		Dex	10.5			6.84	8.49		Predated		190663			
	no	278172428	TRES	Ithaca	Turkey_Hill	3	2019	Nestling	Unknown	Light	Light	6/16/19	167		12	20	25	46.5	B_S_D	3.56	4.43			11.86	14.73		Dex	9			3.3	4.11		Fledged		190499			Day 6 date is actually day 7.
	no	278172429	TRES	Ithaca	Turkey_Hill	3	2019	Nestling	Unknown	Light	Light	6/16/19	167		12	20.5	25	47	B_S_D	6.63	8.24			28.85	35.81		Dex	9.5			2.85	3.54		Fledged		190500			
	no	278172432	TRES	Ithaca	Turkey_Hill	3	2019	Nestling	Unknown	Light	Light	6/16/19	167		12	19	25.6	50	B_S_D	3.37	4.19			26.98	33.48		Dex	8.5			3.41	4.24		Fledged		190503			
	no	278172434	TRES	Ithaca	Turkey_Hill	106	2019	Nestling	Unknown	Light	Light	6/16/19	167		12	18.75	24.2	46.5	B_S_D	0.86	1.07			42.33	52.53		Dex	8.5			3.09	3.83		Fledged		190505			
	no	278172435	TRES	Ithaca	Turkey_Hill	106	2019	Nestling	Unknown	Light	Light	6/16/19	167		12	16.75	23.5	41.5	B_S_D	0.35	0.47			67.04	83.2		Dex	7.5			22.99	28.53		Fledged		190506			
	no	278172436	TRES	Ithaca	Turkey_Hill	106	2019	Nestling	Unknown	Light	Light	6/16/19	167		12	19.5	24.6	44	B_S_D	1.55	1.93			52.04	64.58		Dex	9			12.41	15.4		Fledged		190507			
	no	278172456	TRES	Ithaca	Turkey_Hill	51	2019	Nestling	Unknown	Light	Light_Control	6/18/19	169		12	22	25.1	49	B_S_D	1.35	1.68			12.27	15.23		Dex	10			3.9	4.84		Fledged		190596			
	no	278172489	TRES	Ithaca	Turkey_Hill	97	2019	Nestling	Unknown	Light	Light_Control	6/22/19	173		12	16.5	24.2	38	B_S_D	0.37	0.47			13.29	16.49									Fledged		190775			Not enough dex to inject all 3 birds (2781-72489 not injected); 1 louse on a day 12 nestling
P19N278	no	278172307	TRES	Ithaca	Turkey_Hill	11	2019	Nestling	Unknown	Light	Light_Control	6/15/19	166		12	23	26.4	59	B_S_D	4.78	5.94			23.99	29.77		Dex	10.5			7.7	9.56		Fledged		190420			
P19N279	no	278172308	TRES	Ithaca	Turkey_Hill	11	2019	Nestling	Unknown	Light	Light_Control	6/15/19	166		12	19	26.9	58	B_S_D	1.65	2.05			20.06	24.89		Dex	8.5			7	8.7		Fledged		190421			
P19N280	no	278172309	TRES	Ithaca	Turkey_Hill	11	2019	Nestling	Unknown	Light	Light_Control	6/15/19	166		12	20.75	24.6	56	B_S_D	2.44	3.04			14.41	17.89		Dex	9.5			11.82	14.67		Fledged		190422			
P19N281	no	278172310	TRES	Ithaca	Turkey_Hill	11	2019	Nestling	Unknown	Light	Light_Control	6/15/19	166		12	22	26.1	57	B_S_D	36.03	44.72			1.51	1.88		Dex	10			15.33	19.03		Died		190423			
P19N302	no	278172430	TRES	Ithaca	Turkey_Hill	3	2019	Nestling	Unknown	Light	Light	6/16/19	167		12	16.5	24.1	43.5	B_S_D	7.41	9.2			41.07	50.97		Dex	7.5			2.97	3.69		Fledged		190501			
P19N303	no	278172431	TRES	Ithaca	Turkey_Hill	3	2019	Nestling	Unknown	Light	Light	6/16/19	167		12	19.5	25.6	48.5	B_S_D	6.68	8.3			43.86	54.43		Dex	9			3.1	3.86		Fledged		190502			
P19N304	no	278172433	TRES	Ithaca	Turkey_Hill	106	2019	Nestling	Unknown	Light	Light	6/16/19	167		12	19.5	24.5	47	B_S_D	1.51	1.88			35.39	43.92		Dex	9			6.48	8.05		Fledged		190504			Day 6 date is actually day 7.
P19N305	no	278172437	TRES	Ithaca	Turkey_Hill	106	2019	Nestling	Unknown	Light	Light	6/16/19	167		12	16	23.7	37	B_S_D	0.5	0.63			30.68	38.08		Dex	7			4.08	5.07		Fledged		190508			
P19N328	no	278172438	TRES	Ithaca	Turkey_Hill	121	2019	Nestling	Unknown	Light	Light_Control	6/17/19	168		12	24	25.9	54	B_S_D	0.29	0.47			23.4	29.05		Dex	11			4.26	5.29		Fledged		190545			
P19N329	no	278172439	TRES	Ithaca	Turkey_Hill	121	2019	Nestling	Unknown	Light	Light_Control	6/17/19	168		12	23	25.7	51.5	B_S_D	1.23	1.53			20.85	25.87		Dex	10.5			6.85	8.51		Fledged		190546			
P19N330	no	278172440	TRES	Ithaca	Turkey_Hill	121	2019	Nestling	Unknown	Light	Light_Control	6/17/19	168		12	23	26	54	B_S_D	1.68	2.09			19.08	23.68		Dex	10.5			2.75	3.42		Fledged		190547			
P19N331	no	278172441	TRES	Ithaca	Turkey_Hill	121	2019	Nestling	Unknown	Light	Light_Control	6/17/19	168		12	21	26.2	52	B_S_D	0.57	0.71			10.36	12.86		Dex	9.5			4.39	5.45		Fledged		190548			
P19N332	no	278172442	TRES	Ithaca	Turkey_Hill	121	2019	Nestling	Unknown	Light	Light_Control	6/17/19	168		12	22.5	25.2	51	B_S_D	0.77	0.96			11.45	14.21		Dex	10.5			3.76	4.67		Fledged		190549			
P19N333	no	278172443	TRES	Ithaca	Turkey_Hill	121	2019	Nestling	Unknown	Light	Light_Control	6/17/19	168		12	22	25.9	55	B_S_D	0.46	0.58			9.88	12.27		Dex	10			1.37	1.71		Fledged		190550			
P19N363	no	278172455	TRES	Ithaca	Turkey_Hill	51	2019	Nestling	Unknown	Light	Light_Control	6/18/19	169		12	22	24.8	48	B_S_D	2.03	2.53			30.97	38.44		Dex	10			8.13	10.09		Fledged		190595			
P19N364	no	278172457	TRES	Ithaca	Turkey_Hill	51	2019	Nestling	Unknown	Light	Light_Control	6/18/19	169		12	22.5	24.4	46	B_S_D	1.11	1.39			9.85	12.23		Dex	10.5			8.18	10.15		Fledged		190597			
P19N365	no	278172458	TRES	Ithaca	Turkey_Hill	51	2019	Nestling	Unknown	Light	Light_Control	6/18/19	169		12	23	25.3	50	B_S_D	0.94	1.17			23.77	29.51		Dex	10.5			7.69	9.55		Fledged		190598			
P19N391	no	278172324	TRES	Ithaca	Turkey_Hill	86	2019	Nestling	Unknown	Light	Light_Control	6/20/19	171		12	12.75	23.4	36	B_S_D	0.54	0.68			6.33	7.87									Predated		190664			
P19N392	no	278172325	TRES	Ithaca	Turkey_Hill	86	2019	Nestling	Unknown	Light	Light_Control	6/20/19	171		12	20	25.9	52.5	B_S_D	3.18	3.95			44.69	55.46		Dex	9			9.31	11.56		Predated		190665			
P19N393	no	278172326	TRES	Ithaca	Turkey_Hill	86	2019	Nestling	Unknown	Light	Light_Control	6/20/19	171		12	20.5	25	51.5	B_S_D	1.31	1.63			12.56	15.59		Dex	9.5			6.22	7.72		Predated		190666			
P19N394	no	278172327	TRES	Ithaca	Turkey_Hill	86	2019	Nestling	Unknown	Light	Light_Control	6/20/19	171		12	20.25	25.1	50.5	B_S_D	0.85	1.06			37.1	46.05									Predated		190667			
P19N448	no	278172487	TRES	Ithaca	Turkey_Hill	97	2019	Nestling	Unknown	Light	Light_Control	6/22/19	173		12	17	24.1	40	B_S_D	1.37	1.71			55.34	68.68		Dex	7.5			6.78	8.42		Fledged		190773			
P19N449	no	278172488	TRES	Ithaca	Turkey_Hill	97	2019	Nestling	Unknown	Light	Light_Control	6/22/19	173		12	16	22	35	B_S_D	0.52	0.65			42.96	53.32		Dex	7			11	13.66		Died		190774			
L20N139	no	281174221	TRES	Ithaca	Turkey_Hill	50	2020	Nestling				6/18/20	170		12																								
L20N140	no	281174222	TRES	Ithaca	Turkey_Hill	50	2020	Nestling				6/18/20	170		12																								
L20N141	no	281174223	TRES	Ithaca	Turkey_Hill	50	2020	Nestling				6/18/20	170		12																								
L20N142	no	281174224	TRES	Ithaca	Turkey_Hill	50	2020	Nestling				6/18/20	170		12																								
L20N143	no	281174225	TRES	Ithaca	Turkey_Hill	50	2020	Nestling				6/18/20	170		12																								
L20N144	no	281174226	TRES	Ithaca	Turkey_Hill	50	2020	Nestling				6/18/20	170		12																								
L20N145	no	281174227	TRES	Ithaca	Turkey_Hill	31	2020	Nestling				6/18/20	170		12																								
L20N146	no	281174228	TRES	Ithaca	Turkey_Hill	31	2020	Nestling				6/18/20	170		12																								
L20N147	no		TRES	Ithaca	Turkey_Hill	31	2020	Nestling				6/18/20	170		12																								
L20N183	no	281174253	TRES	Ithaca	Turkey_Hill	69	2020	Nestling				6/19/20	171		12																								
L20N184	no	281174254	TRES	Ithaca	Turkey_Hill	69	2020	Nestling				6/19/20	171		12																								
L20N185	no	281174255	TRES	Ithaca	Turkey_Hill	69	2020	Nestling				6/19/20	171		12																								
L20N186	no	281174256	TRES	Ithaca	Turkey_Hill	69	2020	Nestling				6/19/20	171		12																								
L20N187	no	281174258	TRES	Ithaca	Turkey_Hill	69	2020	Nestling				6/19/20	171		12																								
L20N207	no	281174288	TRES	Ithaca	Turkey_Hill	9	2020	Nestling				6/21/20	173		12																								
L20N208	no	281174289	TRES	Ithaca	Turkey_Hill	9	2020	Nestling				6/21/20	173		12																								
L20N209	no	281174290	TRES	Ithaca	Turkey_Hill	9	2020	Nestling				6/21/20	173		12																								
L20N210	no	281174291	TRES	Ithaca	Turkey_Hill	9	2020	Nestling				6/21/20	173		12																								
L20N211	no	281174292	TRES	Ithaca	Turkey_Hill	9	2020	Nestling				6/21/20	173		12																								
L20N226	no	281174933	TRES	Ithaca	Turkey_Hill	137	2020	Nestling				6/22/20	174		12																								
L20N227	no	281174934	TRES	Ithaca	Turkey_Hill	137	2020	Nestling				6/22/20	174		12																								
L20N228	no	281174935	TRES	Ithaca	Turkey_Hill	137	2020	Nestling				6/22/20	174		12																								
L20N251	no	281174947	TRES	Ithaca	Turkey_Hill	101	2020	Nestling				6/23/20	175		12																								
L20N252	no	281174948	TRES	Ithaca	Turkey_Hill	101	2020	Nestling				6/23/20	175		12																								
L20N253	no	281174949	TRES	Ithaca	Turkey_Hill	101	2020	Nestling				6/23/20	175		12																								
L20N254	no	281174950	TRES	Ithaca	Turkey_Hill	101	2020	Nestling				6/23/20	175		12																								
L20N255	no	281174951	TRES	Ithaca	Turkey_Hill	56	2020	Nestling				6/23/20	175		12																								
L20N256	no	281174952	TRES	Ithaca	Turkey_Hill	56	2020	Nestling				6/23/20	175		12																								
L20N257	no	281174953	TRES	Ithaca	Turkey_Hill	56	2020	Nestling				6/23/20	175		12																								
L20N258	no	281174954	TRES	Ithaca	Turkey_Hill	56	2020	Nestling				6/23/20	175		12																								
L20N259	no	281174955	TRES	Ithaca	Turkey_Hill	56	2020	Nestling				6/23/20	175		12																								
L20N270	no	281174961	TRES	Ithaca	Turkey_Hill	32	2020	Nestling				6/25/20	177		12																								
L20N271	no	281174962	TRES	Ithaca	Turkey_Hill	32	2020	Nestling				6/25/20	177		12																								
